company_name,idea_date,author,link,excerpt,code,price,market_cap
TOREX GOLD RESOURCES INC,"SATURDAY, OCT 19, 2019",erst1071,https://valueinvestorsclub.com/idea/TOREX_GOLD_RESOURCES_INC/3591352863,"Investment case summary Torex is a Canadian-based resource company engaged in the exploration, development and operation of gold properties in Mexico. It is currently producing from one mine complex on the ... Read more",TOREX GOLD RESOURCES INC TXG.,16.60,"$1,100mn"
AVENUE THERAPEUTICS INC,"SATURDAY, OCT 19, 2019",huqiu,https://valueinvestorsclub.com/idea/AVENUE_THERAPEUTICS_INC/2542986444,Summary Avenue Therapeutics (“ATXI”) offers 100%+ upside within the next 24 months if its intravenous (“IV”) drug tramadol gets approved and its deal with Cipra is consummated as agreed. We think ... Read more,AVENUE THERAPEUTICS INC ATXI,5.25,$87mn
CLEARWATER PAPER CORP,"FRIDAY, OCT 18, 2019",funkycold87,https://valueinvestorsclub.com/idea/CLEARWATER_PAPER_CORP/5824681732,Clearwater Paper (NYSE: CLW) is an integrated manufacturer of tissue and packaging materials operating two segments: Consumer Products (tissue) and Pulp and Paperboard (packaging).  CLW’s stock declined by 75% since ... Read more,CLEARWATER PAPER CORP CLW,16.31,$269mn
PELOTON INTERACTIVE INC,"FRIDAY, OCT 18, 2019",katana,https://valueinvestorsclub.com/idea/PELOTON_INTERACTIVE_INC/1135587058,"“It’s expensive, long-lasting hardware, stupid!”  Peloton is the next Fitbit (whose stock price is still -93% off its peak five years later) or GoPro (-96% five years later), plus an ... Read more",PELOTON INTERACTIVE INC PTON,24.25,"$8,526mn"
NORTH AMERICAN CONST GRP LTD,"FRIDAY, OCT 18, 2019",milehigh,https://valueinvestorsclub.com/idea/NORTH_AMERICAN_CONST_GRP_LTD/1747967271,"NOA was last written up on VIC in the summer of 2017, and, while it has been an excellent performer since then, I think it warrants another look.  Down around ... Read more",NORTH AMERICAN CONST GRP LTD NOA.,14.00,$354mn
CARROLS RESTAURANT GROUP INC,"FRIDAY, OCT 18, 2019",M0scowMule,https://valueinvestorsclub.com/idea/CARROLS_RESTAURANT_GROUP_INC/5064750164,Highest quality QSR franchisee about to report significant EBITDA acceleration after losing ~50% of its value due to transitory headwinds. 110% base case upside.   Company Overview Carrols Restaurant Group (TAST) is the ... Read more,CARROLS RESTAURANT GROUP INC TAST,7.32,$325mn
CANTEL MEDICAL CORP,"FRIDAY, OCT 18, 2019",Jumbos02,https://valueinvestorsclub.com/idea/CANTEL_MEDICAL_CORP/6924882627,"Executive Summary:  Cantel Medical is a leading pure-play provider of products and services to the growing $50bn global infection prevention market, with its current product offering operating in markets sized ... Read more",CANTEL MEDICAL CORP CMD,72.50,"$3,081mn"
AMA Group Limited,"FRIDAY, OCT 18, 2019",rosco37,https://valueinvestorsclub.com/idea/AMA_Group_Limited/9226720274,"Summary AMA is a serial acquirer in the vehicle panel repair business in Australia and New Zealand with about 10% market share in its core business, by far the largest operator ... Read more",AMA Group Limited AMA,1.36,$941mn
FORTRESS TRANS INFRASTR INVS,"THURSDAY, OCT 17, 2019",Norris,https://valueinvestorsclub.com/idea/FORTRESS_TRANS_INFRASTR_INVS/2371719831,Situation Overview Fortress Transportation & Infrastructure LLC is a publicly traded holding company that owns a portfolio of aviation leasing and infrastructure assets. The company’s aviation business is a leader in ... Read more,FORTRESS TRANS INFRASTR INVS FTAI,15.47,"$1,322mn"
API Group Corp,"THURSDAY, OCT 17, 2019",NYsu21,https://valueinvestorsclub.com/idea/API_Group_Corp/2719259235,"Description/Elevator Pitch J2 Acquisition Ltd is a blank-check company run by Martin Franklin of Jarden fame, who recently completed their business acquisition of APi Group, a large conglomerate of regional fire ... Read more",API Group Corp JJAQF,9.90,"$1,722mn"
Caliber Mining Corp,"THURSDAY, OCT 17, 2019",Wains21,https://valueinvestorsclub.com/idea/Caliber_Mining_Corp/5725160158,"Bearings. This is a micro-cap suitable for those willing to suffer through illiquidity. I wrote up Kirkland Lake Gold in April 2017. Since then, it’s up nearly 500% (makes up ... Read more",Caliber Mining Corp TSXV.CXB,0.60,$125mn
TRULIEVE CANNABIS CORP,"THURSDAY, OCT 17, 2019",Element119,https://valueinvestorsclub.com/idea/TRULIEVE_CANNABIS_CORP/1709399820,"Trulieve (CSE: TRUL / OTC: TCNNF) Pitch: As the clear market share leader in the Florida medical cannabis market, Trulieve is poised to beat consensus expectations for revenue growth of ~75% ... Read more",TRULIEVE CANNABIS CORP TCNNF,10.14,"$1,125mn"
SPOTIFY TECHNOLOGY SA,"THURSDAY, OCT 17, 2019",WinBrun,https://valueinvestorsclub.com/idea/SPOTIFY_TECHNOLOGY_SA/0707132199,I recommend a long position in Spotify. I assume basically familiarity with the business model (two good prior VIC write-ups for context (one short/one long):        The recommendation is based on a ... Read more,SPOTIFY TECHNOLOGY SA SPOT,116.00,"$20,880mn"
ROSETTA STONE INC,"WEDNESDAY, OCT 16, 2019",SlackTide,https://valueinvestorsclub.com/idea/ROSETTA_STONE_INC/2553065619,Rosetta Stone (RST) | $16.90 | Market Cap: $407M | EV: $404M | EV/2020 Recurring Revenue: 2.0x Executive summary: We believe Rosetta Stone has the best risk/reward ratio of any of ... Read more,ROSETTA STONE INC RST,16.88,$405mn
ALLERGAN PLC,"WEDNESDAY, OCT 16, 2019",honeycreek,https://valueinvestorsclub.com/idea/ALLERGAN_PLC/7569700797,"We believe that the Allergan AbbVie deal presents a straightforward merger arbitrage with minimal risks. We think the current spread of 7.9% is attractive and provides a 17% IRR. However, ... Read more",ALLERGAN PLC AGN,171.13,"$56,655mn"
EVERI HOLDINGS INC,"WEDNESDAY, OCT 16, 2019",surfer,https://valueinvestorsclub.com/idea/EVERI_HOLDINGS_INC/8665755361,BACKGROUND Everi is a diverse gaming supplier operating 2 core business segments (Gaming and FinTech) with a presence in over 840 casinos across 37 US states and 9 Canadian provinces.    Games Segment ... Read more,EVERI HOLDINGS INC EVRI,8.80,$695mn
MONSTER BEVERAGE CORP,"TUESDAY, OCT 15, 2019",Wst2398,https://valueinvestorsclub.com/idea/MONSTER_BEVERAGE_CORP/5594263032,"Summary Monster (MNST) is trading at an attractive valuation versus its history and peers because of concerns related to increased competition (Bang, KO Energy launch), future profitability/margins and the company’s relationship ... Read more",MONSTER BEVERAGE CORP MNST,56.29,"$30,859mn"
NEWS CORP,"TUESDAY, OCT 15, 2019",of21,https://valueinvestorsclub.com/idea/NEWS_CORP/5014457469,"We thought it was timely to post News Corp as several key overhangs have caused the company to trade at its cheapest point since the spin in 2013, while catalysts ... Read more",NEWS CORP NWSA,13.43,"$7,997mn"
KEMET CORP,"MONDAY, OCT 14, 2019",andreas947,https://valueinvestorsclub.com/idea/KEMET_CORP/9027135419,Kemet Corporation (KEM)       Summary       We focus on smaller companies with “Ft. Knox” balance sheets and large & sustainable free cash flow yields and we are typically seeking a double-digit FCF yield or ... Read more,KEMET CORP KEM,21.00,"$1,215mn"
NATIONAL VISION HLDGS INC,"MONDAY, OCT 14, 2019",engrm842,https://valueinvestorsclub.com/idea/NATIONAL_VISION_HLDGS_INC/3492915343,"We recommend an event-driven long position in National Vision Holdings (“EYE”) ahead of the company’s upcoming January 23rd, 2020 contract renewal notice date, which will take effect on August 23rd, ... Read more",NATIONAL VISION HLDGS INC EYE,24.93,"$1,879mn"
CINEMARK HOLDINGS INC,"SUNDAY, OCT 13, 2019",virtualodin,https://valueinvestorsclub.com/idea/CINEMARK_HOLDINGS_INC/3223863337,"We're short Cinemark. The company operates movie theaters, which I expect requires little explanation to the average reader in terms of the product itself. The basic economics of a move theatre operator ... Read more",CINEMARK HOLDINGS INC CNK,36.70,"$4,300mn"
IAA INC,"SUNDAY, OCT 13, 2019",nychrg,https://valueinvestorsclub.com/idea/IAA_INC/5901688252,"Preface In March 2019, we published a buy report on KAR Auction Services (KAR) prior to its spin-off of Insurance Auto Auctions (IAA).   The link to that report can be found here: https://www.valueinvestorsclub.com/idea/KAR_AUCTION_SERVICES_INC/5257676092   The ... Read more",IAA INC IAA,36.40,"$4,859mn"
INVITAE CORP,"THURSDAY, OCT 10, 2019",heffer504,https://valueinvestorsclub.com/idea/INVITAE_CORP/2480552903,"Invitae (NVTA) is a genetics testing company that has been dubbed (by its cheerleaders as well as its management team) the “Amazon of testing”.  As a result, the stock price ... Read more",INVITAE CORP NVTA,19.00,"$2,000mn"
Norwegian Energy Company ASA,"WEDNESDAY, OCT 9, 2019",altaloma,https://valueinvestorsclub.com/idea/Norwegian_Energy_Company_ASA/5732662585,"Norwegian Energy Company ASA (“Noreco” or “NOR”) In case ""closely held illiquid small-cap North Sea E&P"" doesn't say it all, this is a highly speculative investment. Average daily trading volume has ... Read more",Norwegian Energy Company ASA NOR NO,207.00,$554mn
TERRAVEST INDUSTRIES INC,"TUESDAY, OCT 8, 2019",mpk391,https://valueinvestorsclub.com/idea/TERRAVEST_INDUSTRIES_INC/6083042253,"This is a company run by value investors, for value investors.  It’s the good kind of rollup - seeking out smallish niche manufacturing businesses with low capital intensity.  The results ... Read more",TERRAVEST INDUSTRIES INC TVK.,12.77,$221mn
Brookfield Asset Management,"TUESDAY, OCT 8, 2019",Enright,https://valueinvestorsclub.com/idea/Brookfield_Asset_Management/6683939985,"Business overview Brookfield Asset Management is an owner & asset manager with $509 bn in assets under management, of which $227 bn is fee-bearing capital (pro forma for the Oaktree acquisition). ... Read more",Brookfield Asset Management BAM,51.04,"$53,000mn"
ALTRIA GROUP INC,"TUESDAY, OCT 8, 2019",Enright,https://valueinvestorsclub.com/idea/ALTRIA_GROUP_INC/7534616562,"Business overview Altria owns various smoking and tobacco assets. Its primary asset is Philip Morris USA which primarily sells Marlboro branded cigarettes.  Altria also sells the Parliament, Virginia Slims and L&M ... Read more",ALTRIA GROUP INC MO,42.29,"$79,082mn"
Iteris Inc,"TUESDAY, OCT 8, 2019",MJS27,https://valueinvestorsclub.com/idea/Iteris_Inc/7829796861,"Iteris has something for everyone.  The company is the leading player (50% market share) in a niche market, has a well incentivized CEO with an excellent capital allocation pedigree, is ... Read more",Iteris Inc ITI,5.20,$210mn
Hoshizaki,"TUESDAY, OCT 8, 2019",twentyfour7,https://valueinvestorsclub.com/idea/Hoshizaki/1289226699,"* P/E above is ""traditional P/E"". Ex-cash P/E according to my calculations are 16x for 2019 (year-end December) and 14x for 2020.     Hoshizaki is a worldwide leader in commercial refrigeration & ... Read more",Hoshizaki 6465,"8,490.00","$5,760mn"
Northern Drilling,"TUESDAY, OCT 8, 2019",Barong,https://valueinvestorsclub.com/idea/Northern_Drilling/7660774691,"I know what I said in the Ensco thread. God help me. Here goes.   Northern Drilling   Thesis summary: Buy right, hold your nose and sit tight, and you’ll be rewarded. This is a ... Read more",Northern Drilling NODL,23.00,"$2,479mn"
Imerys,"MONDAY, OCT 7, 2019",HTC2012,https://valueinvestorsclub.com/idea/Imerys/4807764460,Imerys offers a unique opportunity to invest in a high-quality specialty chemicals business trading at <6x normalized P/E despite stable growth and 10%+ ROIC for transitory and understandable reasons. Imerys ... Read more,Imerys NK,35.04,"$2,772mn"
SWEDISH MATCH AB,"MONDAY, OCT 7, 2019",mfritz,https://valueinvestorsclub.com/idea/SWEDISH_MATCH_AB/0035307407,"Swedish Match Swedish Match is a world leader in spitless pouch tobacco (“snus”), a form of tobacco that is gaining in popularity across the globe. We believe that it is well-placed ... Read more",SWEDISH MATCH AB SWMAY.1,399.00,"$6,773mn"
DELL TECHNOLOGIES INC,"SUNDAY, OCT 6, 2019",of21,https://valueinvestorsclub.com/idea/DELL_TECHNOLOGIES_INC/5297326115,"Summary:   Dell Technologies is a technology hardware, software and services businesses that also owns majority equity stakes in several publicly listed software companies (principally VMware).  While Dell has been written up ... Read more",DELL TECHNOLOGIES INC DELL,50.27,"$37,753mn"
FEDEX CORP,"FRIDAY, OCT 4, 2019",natey1015,https://valueinvestorsclub.com/idea/FEDEX_CORP/1798009993,Certain statements contained herein reflect the opinion of the author as of the date written. NO INVESTMENT DECISIONS SHOULD BE BASED IN ANY MANNER ON THE INFORMATION AND OPINIONS SET ... Read more,FEDEX CORP FDX,143.00,"$37,466mn"
LVMH MOET HENNESSY LOUIS V,"FRIDAY, OCT 4, 2019",Barong,https://valueinvestorsclub.com/idea/LVMH_MOET_HENNESSY_LOUIS_V/9320036008,LOUIS VUITTON MOET HENNESSY Luxury powerhouse  Elevator pitch LVMH is the world’s leading luxury/aspirational brand company. Its brands have timeless appeal and will continue to symbolize success and wellbeing for future generations. Over ... Read more,LVMH MOET HENNESSY LOUIS V LVMUY,349.00,"$176,117mn"
GOLDEN ENTERTAINMENT INC,"THURSDAY, OCT 3, 2019",Fletch,https://valueinvestorsclub.com/idea/GOLDEN_ENTERTAINMENT_INC/4756303963,"Company Description   Golden Entertainment (“GDEN”) conducts its business through two reportable operating segments: Casinos and Distributed Gaming. The Casinos segment, owns and operates ten resort casinos: nine in Nevada and one ... Read more",GOLDEN ENTERTAINMENT INC GDEN,12.98,$288mn
CORPORACION AMER ARPRT,"THURSDAY, OCT 3, 2019",LimitedDownside,https://valueinvestorsclub.com/idea/CORPORACION_AMER_ARPRT/2070822948,"Corporación América Airports Corporación América Airports (“CAAP”) is a collection of limited lived, marquee airport concessions trading at significant discount to DCF-derived intrinsic value today. The company has a $731 million market ... Read more",CORPORACION AMER ARPRT CAAP,4.57,$731mn
PDL BIOPHARMA INC,"WEDNESDAY, OCT 2, 2019",milehigh,https://valueinvestorsclub.com/idea/PDL_BIOPHARMA_INC/8529712412,PDL Biopharma (PDLI - $2.12/sh) is a cash-rich pharma royalty company that is trading at a ~55% discount (~125% upside) to my base case fair value estimate.  On my upside ... Read more,PDL BIOPHARMA INC PDLI,2.12,$242mn
LIVONGO HEALTH INC,"WEDNESDAY, OCT 2, 2019",Mason,https://valueinvestorsclub.com/idea/LIVONGO_HEALTH_INC/1082838431,"Introduction LVGO has been caught in the recent indiscriminate shorting of IPOs following the WeWork fiasco, and short interest has risen to about 25% of the float despite zero fundamental changes. ... Read more",LIVONGO HEALTH INC LVGO,16.87,"$1,876mn"
NATIONAL VISION HLDGS INC,"WEDNESDAY, OCT 2, 2019",jelly621,https://valueinvestorsclub.com/idea/NATIONAL_VISION_HLDGS_INC/8917782775,SUMMARY THESIS There appears to be considerable risk that optical retailer National Vision is about to lose (or see its business materially reduced by) its largest customer that just so happens ... Read more,NATIONAL VISION HLDGS INC EYE,25.00,"$2,036mn"
SCHWAB (CHARLES) CORP,"MONDAY, SEP 30, 2019",sas7,https://valueinvestorsclub.com/idea/SCHWAB_CHARLES_CORP/5994304072,Schwab is one of the largest wealth management firms globally with ~$3.7tn of client assets under custody. The assets break down roughly 50%/50% between (i) the retail business (“Investor Services”) ... Read more,SCHWAB (CHARLES) CORP SCHW,41.83,"$56,000mn"
KEURIG DR PEPPER INC,"SUNDAY, SEP 29, 2019",DaytonCapital,https://valueinvestorsclub.com/idea/KEURIG_DR_PEPPER_INC/8880790434,Recommendation: Long Keurig Dr. Pepper (“KDP”) with an upside price target of $38/share (+37% upside) vs. downside target of $22/share (-18% down). The market is currently discounting the intrinsic value ... Read more,KEURIG DR PEPPER INC KDP,27.00,"$39,000mn"
TRINITY MERGER CORP,"SUNDAY, SEP 29, 2019",casper719,https://valueinvestorsclub.com/idea/TRINITY_MERGER_CORP/6762258456,Trinity Merger Corp (warrants trade under “TMCXW”) is a $358mm SPAC formed in May of 2018 that is only 2 months from closing its proposed transaction. Proceeds will be used ... Read more,TRINITY MERGER CORP TMCXW,1.27,"$1,446mn"
AMBAC FINANCIAL GROUP INC,"SATURDAY, SEP 28, 2019",katana,https://valueinvestorsclub.com/idea/AMBAC_FINANCIAL_GROUP_INC/8437237467,INTRODUCTION We have been following Ambac for more than six years; now is the time to buy.  Ambac has become a full-blown event-driven special situation with possible 100-200% upside to be ... Read more,AMBAC FINANCIAL GROUP INC AMBC,19.14,$940mn
Chemours,"SATURDAY, SEP 28, 2019",Rearden,https://valueinvestorsclub.com/idea/Chemours/8793785935,"Chemours is a diversified chemicals company. Given that the company was recently written up in March, but the stock has come in since then, I thought I’d write it up ... Read more",Chemours CC,14.50,"$3,000mn"
CRESTWOOD EQUITY PARTNERS LP,"FRIDAY, SEP 27, 2019",Siren81,https://valueinvestorsclub.com/idea/CRESTWOOD_EQUITY_PARTNERS_LP/0124119574,Thesis ·         9% + yield for a strong credit. Risk is diversified across commodities and geographies with no near-term maturities ·         Self-funded growth capex program will improve the credit profile over the ... Read more,CRESTWOOD EQUITY PARTNERS LP CEQP.P,9.25,$659mn
FIVERR INTERNATIONAL LTD (FVRR),"FRIDAY, SEP 27, 2019",nathanj,https://valueinvestorsclub.com/idea/FIVERR_INTERNATIONAL_LTD_FVRR/2714326465,"Broken IPO. Small cap with low float. SMB focused. Not a subscription model. Not profitable.  Israeli company. Sounds like a recipe to avoid or go short. Yet, at just 3x ... Read more",FIVERR INTERNATIONAL LTD (FVRR) FVRR,18.00,$610mn
SES S.A.,"THURSDAY, SEP 26, 2019",RSJ,https://valueinvestorsclub.com/idea/SES_S.A./7433730684,Company:                       SES S.A. Security:                  Equity Stock Price:         ... Read more,SES S.A. SES,16.74,"$7,684mn"
VENATOR MATERIALS PLC,"TUESDAY, SEP 24, 2019",repetek827,https://valueinvestorsclub.com/idea/VENATOR_MATERIALS_PLC/1574786571,Long Venator-$2.75           Contrarian View       -Street assuming VNTR will not generate FCF anytime soon based on normal maintenance and Pori-related cash expenses but that will start to level off starting next year       -Pori cash ... Read more,VENATOR MATERIALS PLC VNTR,2.75,$293mn
ENERSYS,"TUESDAY, SEP 24, 2019",Rtg123,https://valueinvestorsclub.com/idea/ENERSYS/1649660774,"High Level View Enersys (“ENS”) is a 3.5bn TEV lead acid battery producer that services the forklift, telecom and cable markets and represents a compelling short opportunity as the stock trades ... Read more",ENERSYS ENS,66.82,"$2,850mn"
CISION LTD,"TUESDAY, SEP 24, 2019",mko2016,https://valueinvestorsclub.com/idea/CISION_LTD/3279068197,"PM Summary: An investment in Cision (“CISN”) offers a highly compelling risk / reward profile, with limited downside of less than 20% and upside of over 100% in our base ... Read more",CISION LTD CISN,7.30,"$1,079mn"
PARAMOUNT GROUP INC,"MONDAY, SEP 23, 2019",blaueskobalt,https://valueinvestorsclub.com/idea/PARAMOUNT_GROUP_INC/9311052967,"PGRE - Paramount Group Price Target: $18.00 (35%) The Paramount Group is a class-A, gateway city office REIT that is down nearly 30% since 2014, reflecting negative sentiment towards its primary market ... Read more",PARAMOUNT GROUP INC PGRE,13.25,"$3,400mn"
FRANCESCAS HOLDINGS CORP,"MONDAY, SEP 23, 2019",aprovecha413,https://valueinvestorsclub.com/idea/FRANCESCAS_HOLDINGS_CORP/0815884769,FRAN Q3 comps projected +8% with $15 million of incremental cost reductions available. NTM price target: ~$30.5/share (~170% upside).   Thesis Summary We have been following FRAN since 2014 and were short the ... Read more,FRANCESCAS HOLDINGS CORP FRAN,11.16,$33mn
FLEXSTEEL INDUSTRIES INC,"FRIDAY, SEP 20, 2019",tvcdv,https://valueinvestorsclub.com/idea/FLEXSTEEL_INDUSTRIES_INC/8737675221,THESIS SUMMARY: Flexsteel Industries (FLXS) is a debt-free furniture manufacturer with a large portfolio of owned real estate whose shares have been punished for recent business underperformance amid macroeconomic headwinds ... Read more,FLEXSTEEL INDUSTRIES INC FLXS,15.36,$121mn
Japan Lifeline,"FRIDAY, SEP 20, 2019",treetop333,https://valueinvestorsclub.com/idea/Japan_Lifeline/9347245016,"Overview   Japan Lifeline (JLL) is a medical device manufacturer and distributor, specializing in cardiovascular devices. This is not a deep value idea, especially after shares have appreciated +17% this month, but ... Read more",Japan Lifeline 7575.T,"1,880.00","$1,492mn"
HORIZON GLOBAL CORP,"THURSDAY, SEP 19, 2019",rjm59,https://valueinvestorsclub.com/idea/HORIZON_GLOBAL_CORP/5777168968,ZZZ007 wrote this up as a long in Feb 2018 which includes a timeline from the spin to that date which adds some good context to the situation this company ... Read more,HORIZON GLOBAL CORP HZN,4.03,$102mn
YY inc.,"THURSDAY, SEP 19, 2019",GCA,https://valueinvestorsclub.com/idea/YY_inc./1882375556,YY Inc. is a China-based Nasdaq-listed global social media company that currently makes most of its revenues from live-streaming (we’ll get more into that later).  Due to internal growth projects ... Read more,YY inc. YY,62.66,"$5,066mn"
WABTEC CORP,"THURSDAY, SEP 19, 2019",krusty75,https://valueinvestorsclub.com/idea/WABTEC_CORP/6163974533,"Business Description   Wabtec is a leading global provider of rail parts, supplies, and aftermarket services.  The company sells brakes, HVAC, and monitoring systems, energy exchangers, compressors, overhaul services, etc.  With the ... Read more",WABTEC CORP WAB,73.76,$14mn
PULSE BIOSCIENCES INC,"THURSDAY, SEP 19, 2019",rjm59,https://valueinvestorsclub.com/idea/PULSE_BIOSCIENCES_INC/3561318434,"Pulse Biosciences, Inc (PLSE) Description Pulse Biosciences went public in May of 2016 as “a development stage medical device company using a novel and proprietary platform technology called Nano-Pulse Electro-Signaling or NPES.” ... Read more",PULSE BIOSCIENCES INC PLSE,16.00,$332mn
SONIM TECHNOLOGIES INC,"WEDNESDAY, SEP 18, 2019",cobia72,https://valueinvestorsclub.com/idea/SONIM_TECHNOLOGIES_INC/5764917666,"Sonim Technologies is a microcap stock trading at an extremely low valuation with lots of upside potential.  The company sells rugged phones for first responders, firemen, police, utility workers, etc.  ... Read more",SONIM TECHNOLOGIES INC SONM,3.15,$57mn
COMSTOCK RESOURCES INC,"WEDNESDAY, SEP 18, 2019",abcd1234,https://valueinvestorsclub.com/idea/COMSTOCK_RESOURCES_INC/6640275800,I am recommending a short position in Comstock Resources at the current price of $9.35 per share.  The borrow cost is currently very high (~80%) so I would suggest executing ... Read more,COMSTOCK RESOURCES INC CRK,9.35,"$2,627mn"
Xinghua Port Holdings,"TUESDAY, SEP 17, 2019",perea,https://valueinvestorsclub.com/idea/Xinghua_Port_Holdings/1953252980,"Thesis Based in Changshu, Xinghua Port is China’s most specialized port for the import of pulp. The company is led by a Singaporean family with a strong track record of value ... Read more",Xinghua Port Holdings 1990 HK,1.00,$814mn
SiS International,"TUESDAY, SEP 17, 2019",perea,https://valueinvestorsclub.com/idea/SiS_International/1220557493,"Thesis SiS International is an HK-listed, Singapore-based holding company that owns a collection of assets in real estate, IT distribution, and payments across Asia. With a NAV of HK$13.25 and a ... Read more",SiS International 529 HK,3.65,"$1,000mn"
BRINKER INTL INC,"TUESDAY, SEP 17, 2019",WT2005,https://valueinvestorsclub.com/idea/BRINKER_INTL_INC/4720905162,"Recent multiple expansion has caused Brinker to appear asymmetric to the short side. With a 2/3rds company-owned mix following recent 116-unit Chili’s franchisee buy and PF 3.9x net leverage, EAT ... Read more",BRINKER INTL INC EAT,44.00,"$1,685mn"
WILLIAM HILL PLC,"TUESDAY, SEP 17, 2019",mitc567,https://valueinvestorsclub.com/idea/WILLIAM_HILL_PLC/7446386502,"Investment Thesis William Hill (WMH LSE £1.8275), is one of the largest sports bookmakers in the world.  I believe WMH is positioned to grow substantially over the next few years as ... Read more",WILLIAM HILL PLC WIMHY,1.83,"$1,598mn"
PARKER DRILLING CO,"TUESDAY, SEP 17, 2019",rtrdtx,https://valueinvestorsclub.com/idea/PARKER_DRILLING_CO/3120081758,"*** SUITABLE FOR PAs ONLY. YOU’LL SEE WHY***   Trade Idea -  Buy exactly 99 shares of PKD at ~$20.50, which will be cashed out by company at $30 prior to likely ... Read more",PARKER DRILLING CO PKD.,20.40,$300mn
BANCORP INC,"TUESDAY, SEP 17, 2019",dennett44,https://valueinvestorsclub.com/idea/BANCORP_INC/3554656527,I recommended in 2012.  Stock did well. Mini blow-up.  Now poised to do well again. New management cleaned up the mess on the lending side and now business is well-positioned ... Read more,BANCORP INC TBBK,10.18,$578mn
WYNDHAM DESTINATIONS INC,"TUESDAY, SEP 17, 2019",jamal,https://valueinvestorsclub.com/idea/WYNDHAM_DESTINATIONS_INC/8037374665,"Wyndham Destinations, Inc. (WYND) is the world’s largest vacation ownership, exchange and rental company, and today trades at a 9.7% EBIT/EV yield, which we think is cheap relative to the ... Read more",WYNDHAM DESTINATIONS INC WYND,47.67,"$4,505mn"
SOLAREDGE TECHNOLOGIES INC,"TUESDAY, SEP 17, 2019",falcon44,https://valueinvestorsclub.com/idea/SOLAREDGE_TECHNOLOGIES_INC/7772575118,"Intro: SolarEdge Technologies (SEDG), a manufacturer of solar system components (inverters to convert DC to AC, optimizers to improve system performance and achieve electrical code compliance) is facing a combination of ... Read more",SOLAREDGE TECHNOLOGIES INC SEDG,79.31,"$3,800mn"
DIGI INTERNATIONAL INC,"MONDAY, SEP 16, 2019",jwilliam903,https://valueinvestorsclub.com/idea/DIGI_INTERNATIONAL_INC/3418764926,"Description: Digi International (DGII) is a compelling risk reward situation given its significant net cash position, upcoming tailwinds in its Products & Services segment, historical strategic interest at/around the current price, ... Read more",DIGI INTERNATIONAL INC DGII,14.20,$408mn
FIESTA RESTAURANT GROUP INC,"MONDAY, SEP 16, 2019",coalone,https://valueinvestorsclub.com/idea/FIESTA_RESTAURANT_GROUP_INC/2181909710,"Overview Fiesta Restaurant Group (FRGI), in our view, is an undervalued company in the early innings of a turnaround. The company has two proven, yet separate concepts with top notch management. ... Read more",FIESTA RESTAURANT GROUP INC FRGI,10.71,$294mn
ARCOSA INC,"SUNDAY, SEP 15, 2019",AtlanticD,https://valueinvestorsclub.com/idea/ARCOSA_INC/0967204264,"EXECUTION SUMMARY We see potential for $100mm in EBITDA uplift from Arcosa’s highly-cyclical inland barge manufacturing business, as this business is on the cusp of a substantial, multi-year uptrend from trough ... Read more",ARCOSA INC ACA,34.93,"$1,690mn"
TOWN SPORTS INTL HOLDINGS,"SUNDAY, SEP 15, 2019",carbone959,https://valueinvestorsclub.com/idea/TOWN_SPORTS_INTL_HOLDINGS/6010632002,Are you interested in going long a statistically cheap gym company that is simultaneously well and badly managed? Hold your nose and follow me.Town Sports International has been written up ... Read more,TOWN SPORTS INTL HOLDINGS CLUB,1.92,$54mn
TRUECAR INC,"SUNDAY, SEP 15, 2019",VIC_Member2015,https://valueinvestorsclub.com/idea/TRUECAR_INC/8459619689,"Truecar = Falsecar? Thesis Summary To begin our thesis as clear as possible, we believe that Truecar (“TRUE” or the “Company”) will be forced to file for bankruptcy inside of a year ... Read more",TRUECAR INC TRUE,4.33,$480mn
TURNING POINT BRANDS INC,"SATURDAY, SEP 14, 2019",straw1023,https://valueinvestorsclub.com/idea/TURNING_POINT_BRANDS_INC/3905843575,"Thesis: The upheaval in vaping has taken the buzz out of TPB (and accordingly, SDI) and provided the market with an inexpensive tobacco stock and a free option on their ... Read more",TURNING POINT BRANDS INC TPB,26.70,$531mn
TREASURY WINE ESTATES LTD,"FRIDAY, SEP 13, 2019",burlap,https://valueinvestorsclub.com/idea/TREASURY_WINE_ESTATES_LTD/0254644929,"Thesis Summary Treasury Wine Estates (TWE) is a short because a) US volumes are in decline while consensus believes they are growing, b) China growth is slowing down, and c) the ... Read more",TREASURY WINE ESTATES LTD TSRYY,18.00,"$13,222mn"
PARKER DRILLING CO,"FRIDAY, SEP 13, 2019",bdad,https://valueinvestorsclub.com/idea/PARKER_DRILLING_CO/7755484110,This idea isn't going to make anybody rich but it's exceptionally straightforward and provides a good way to make 40% in ~2 months but since it's limited to 99 shares ... Read more,PARKER DRILLING CO PKD,21.00,$315mn
KLA CORP,"FRIDAY, SEP 13, 2019",mike126,https://valueinvestorsclub.com/idea/KLA_CORP/9809504604,"KLA is one of my current top long ideas. It is an excellent business at a reasonable price. For more background on the industry and the value chain, I recommend ... Read more",KLA CORP KLAC,149.61,"$23,826mn"
