company_name,idea_date,author,link,excerpt,code,price,market_cap
CONTINENTAL BUILDING PRODS,"SATURDAY, SEP 26, 2015",rosie918,https://valueinvestorsclub.com/idea/CONTINENTAL_BUILDING_PRODS/7169916238,2015.09.20 Continental Building Products (Ticker CBPX; $21.03; 9-20-2015) Writeup I believe Continental Building Products (ticker CBPX) is an attractive long today.  Bdad’s writeup and thread from June 2014 provides some excellent ... Read more,CONTINENTAL BUILDING PRODS CBPX,21.03,$891mn
Fastenal,"FRIDAY, SEP 25, 2015",rjm59,https://valueinvestorsclub.com/idea/Fastenal/1776096659,"FAST has a growing business with strong barriers to entry, a proven management team, 3% dividend and an active stock buyback plan in place. All of this with marginal debt, ... Read more",Fastenal FAST,36.71,"$10,700mn"
COVISINT CORP,"FRIDAY, SEP 25, 2015",ThatDu04,https://valueinvestorsclub.com/idea/COVISINT_CORP/6616059695,"Quick Summary   COVS provides cloud-based identity as a service solutions/portal as a service (IDaaS/PaaS) to the automotive and manufacturing industries for large customers including GM, Ford, Hyundai, Coca Cola and Carson ... Read more",COVISINT CORP COVS,2.30,$93mn
FENIX PARTS INC,"THURSDAY, SEP 24, 2015",lewis530,https://valueinvestorsclub.com/idea/FENIX_PARTS_INC/2556432363,"Fenix Parts Inc. (FENX)   Thesis   An investment in Fenix Parts is similar to the early day opportunities of investing in United Waste, United Rentals, LKQ, or Copart. It is an opportunity to ... Read more",FENIX PARTS INC FENX,7.60,$162mn
THERAVANCE INC,"WEDNESDAY, SEP 23, 2015",dichotomy,https://valueinvestorsclub.com/idea/THERAVANCE_INC/5225879151,"Investment Overview/Background Oldyeller wrote up the development side of Theravance, Theravance Biopharma, as a long back in December. I believe the writeup did a good job of highlighting the bull case ... Read more",THERAVANCE INC THRX,9.00,"$1,037mn"
W.R. Grace,"WEDNESDAY, SEP 23, 2015",lars,https://valueinvestorsclub.com/idea/W.R._Grace/1697862052,W.R. Grace & Co. (ticker: GRA)       Conclusion:   GRA is a collection of very good businesses that is embarking upon a split into two different publicly traded companies; New Grace and Grace Construction ... Read more,W.R. Grace GRA,95.33,"$6,978mn"
CRESTWOOD EQUITY PARTNERS LP,"MONDAY, SEP 21, 2015",gandalf,https://valueinvestorsclub.com/idea/CRESTWOOD_EQUITY_PARTNERS_LP/1128090466,"Crestwood Long I am writing up Crestwood as a timely long based on an awful technical picture, that has made the stock (actually units) exceedingly cheap. Overall Crestwood is a 90% fee ... Read more",CRESTWOOD EQUITY PARTNERS LP CEQP,2.50,"$1,885mn"
MACY'S INC,"MONDAY, SEP 21, 2015",jwilliam903,https://valueinvestorsclub.com/idea/MACYS_INC/7313191760,"Macy’s owns 77% of its 147,000 square feet of real estate but has historically traded in-line with peer retailers who rent all their space.  Activists are currently urging Macy’s to ... Read more",MACY'S INC M,54.70,"$18,433mn"
TICC CAPITAL CORP,"MONDAY, SEP 21, 2015",Ray Palmer,https://valueinvestorsclub.com/idea/TICC_CAPITAL_CORP/6483445210,Executive summary: TICC is a closed end BDC trading at a significant discount to NAV. With two companies competing to take over their management contract and another BDC trying to ... Read more,TICC CAPITAL CORP TICC,6.95,$420mn
FORTRESS INVESTMENT GRP LLC,"SATURDAY, SEP 19, 2015",spike945,https://valueinvestorsclub.com/idea/FORTRESS_INVESTMENT_GRP_LLC/8349474199,"Fortress Investment Group (FIG, $5.40) was written up over a year ago by nha885 and I encourage you to read that write-up for additional background on the company and a ... Read more",FORTRESS INVESTMENT GRP LLC FIG,5.40,"$2,540mn"
SHENANDOAH TELECOMMUN CO,"THURSDAY, SEP 17, 2015",RSJ,https://valueinvestorsclub.com/idea/SHENANDOAH_TELECOMMUN_CO/7425392806,Interested in owning a company that: (1) has no direct exposure to current macro headwinds such as China weakness or US dollar strength; (2) maintains a recurring/predictable revenue and cash ... Read more,SHENANDOAH TELECOMMUN CO SHEN,40.89,"$1,002mn"
INMARSAT PLC (IMASY),"THURSDAY, SEP 17, 2015",jwilliam903,https://valueinvestorsclub.com/idea/INMARSAT_PLC_IMASY/7028971130,ISAT is the largest operator of global mobile satellite communications.  ISAT stock represents a compelling investment with attractive risk reward as significant investments have clouded the valuation picture but will ... Read more,INMARSAT PLC (IMASY) ISAT LN,9.93,"$6,980mn"
NORWEGIAN CRUISE LINE HLDGS,"THURSDAY, SEP 17, 2015",WT2005,https://valueinvestorsclub.com/idea/NORWEGIAN_CRUISE_LINE_HLDGS/0272483128,"Variant Thesis: Near-universal bullish consensus suggests NCLH is poised to benefit from uninterrupted favorable industry cyclical/secular trends including current ATH booked load factor (occ’y) on record booking curve length, “more rational” ... Read more",NORWEGIAN CRUISE LINE HLDGS NCLH,62.50,"$14,389mn"
DISH NETWORK CORP,"THURSDAY, SEP 17, 2015",werd725,https://valueinvestorsclub.com/idea/DISH_NETWORK_CORP/4200664055,"DISH Network Corp. (NASDAQ: DISH)   Recommendation: Buy DISH (Current price – $60) DISH Network (DISH) is the owner-operated second-largest satellite TV company in the U.S. Over the last several years, DISH has ... Read more",DISH NETWORK CORP DISH,61.00,"$28,352mn"
ABENGOA YIELD PLC,"THURSDAY, SEP 17, 2015",ima,https://valueinvestorsclub.com/idea/ABENGOA_YIELD_PLC/3263222748,"Abengoa Yield owns utility-scale renewable generation, conventional generation, and electric transmission assets. The company generates roughly 65% of its EBITDA from solar plants, 15% from electric transmission, 15% from conventional ... Read more",ABENGOA YIELD PLC ABY,19.67,"$1,967mn"
PETMED EXPRESS INC,"WEDNESDAY, SEP 16, 2015",LimitedDownside,https://valueinvestorsclub.com/idea/PETMED_EXPRESS_INC/3228193575,I believe PetMed Express is a melting ice cube.  I believe competition will continue to erode the company’s returns and think it is unlikely the company will grow its Gross ... Read more,PETMED EXPRESS INC PETS,16.61,$335mn
CRESTWOOD EQUITY PARTNERS LP,"WEDNESDAY, SEP 16, 2015",gandalf,https://valueinvestorsclub.com/idea/CRESTWOOD_EQUITY_PARTNERS_LP/1128090466,"Crestwood Long I am writing up Crestwood as a timely long based on an awful technical picture, that has made the stock (actually units) exceedingly cheap. Overall Crestwood is a 90% fee ... Read more",CRESTWOOD EQUITY PARTNERS LP CEQP,2.50,"$1,885mn"
MACY'S INC,"WEDNESDAY, SEP 16, 2015",jwilliam903,https://valueinvestorsclub.com/idea/MACYS_INC/7313191760,"Macy’s owns 77% of its 147,000 square feet of real estate but has historically traded in-line with peer retailers who rent all their space.  Activists are currently urging Macy’s to ... Read more",MACY'S INC M,54.70,"$18,433mn"
TICC CAPITAL CORP,"WEDNESDAY, SEP 16, 2015",Ray Palmer,https://valueinvestorsclub.com/idea/TICC_CAPITAL_CORP/6483445210,Executive summary: TICC is a closed end BDC trading at a significant discount to NAV. With two companies competing to take over their management contract and another BDC trying to ... Read more,TICC CAPITAL CORP TICC,6.95,$420mn
FORTRESS INVESTMENT GRP LLC,"SATURDAY, SEP 19, 2015",spike945,https://valueinvestorsclub.com/idea/FORTRESS_INVESTMENT_GRP_LLC/8349474199,"Fortress Investment Group (FIG, $5.40) was written up over a year ago by nha885 and I encourage you to read that write-up for additional background on the company and a ... Read more",FORTRESS INVESTMENT GRP LLC FIG,5.40,"$2,540mn"
SHENANDOAH TELECOMMUN CO,"THURSDAY, SEP 17, 2015",RSJ,https://valueinvestorsclub.com/idea/SHENANDOAH_TELECOMMUN_CO/7425392806,Interested in owning a company that: (1) has no direct exposure to current macro headwinds such as China weakness or US dollar strength; (2) maintains a recurring/predictable revenue and cash ... Read more,SHENANDOAH TELECOMMUN CO SHEN,40.89,"$1,002mn"
INMARSAT PLC (IMASY),"THURSDAY, SEP 17, 2015",jwilliam903,https://valueinvestorsclub.com/idea/INMARSAT_PLC_IMASY/7028971130,ISAT is the largest operator of global mobile satellite communications.  ISAT stock represents a compelling investment with attractive risk reward as significant investments have clouded the valuation picture but will ... Read more,INMARSAT PLC (IMASY) ISAT LN,9.93,"$6,980mn"
NORWEGIAN CRUISE LINE HLDGS,"THURSDAY, SEP 17, 2015",WT2005,https://valueinvestorsclub.com/idea/NORWEGIAN_CRUISE_LINE_HLDGS/0272483128,"Variant Thesis: Near-universal bullish consensus suggests NCLH is poised to benefit from uninterrupted favorable industry cyclical/secular trends including current ATH booked load factor (occ’y) on record booking curve length, “more rational” ... Read more",NORWEGIAN CRUISE LINE HLDGS NCLH,62.50,"$14,389mn"
DISH NETWORK CORP,"THURSDAY, SEP 17, 2015",werd725,https://valueinvestorsclub.com/idea/DISH_NETWORK_CORP/4200664055,"DISH Network Corp. (NASDAQ: DISH)   Recommendation: Buy DISH (Current price – $60) DISH Network (DISH) is the owner-operated second-largest satellite TV company in the U.S. Over the last several years, DISH has ... Read more",DISH NETWORK CORP DISH,61.00,"$28,352mn"
ABENGOA YIELD PLC,"THURSDAY, SEP 17, 2015",ima,https://valueinvestorsclub.com/idea/ABENGOA_YIELD_PLC/3263222748,"Abengoa Yield owns utility-scale renewable generation, conventional generation, and electric transmission assets. The company generates roughly 65% of its EBITDA from solar plants, 15% from electric transmission, 15% from conventional ... Read more",ABENGOA YIELD PLC ABY,19.67,"$1,967mn"
PETMED EXPRESS INC,"WEDNESDAY, SEP 16, 2015",LimitedDownside,https://valueinvestorsclub.com/idea/PETMED_EXPRESS_INC/3228193575,I believe PetMed Express is a melting ice cube.  I believe competition will continue to erode the company’s returns and think it is unlikely the company will grow its Gross ... Read more,PETMED EXPRESS INC PETS,16.61,$335mn
PRIMEENERGY CORP,"WEDNESDAY, SEP 16, 2015",sugar,https://valueinvestorsclub.com/idea/PRIMEENERGY_CORP/7178022497,"Prime Energy Corp – Prime Permian Land Play & Charlie Munger Style Cannibal Low oil prices, falling oil stock prices, bearish sentiment even among value investors – now is the time ... Read more",PRIMEENERGY CORP PNRG,75.00,$225mn
AUTOMOTIVE PROPERTIES REIT,"WEDNESDAY, SEP 16, 2015",andrew152,https://valueinvestorsclub.com/idea/AUTOMOTIVE_PROPERTIES_REIT/2892057156,Overview   Automotive Properties is a small cap REIT with a 8% yield and has an opportunity to consolidate the auto dealership real estate space in Canada. Although it trades at a ... Read more,AUTOMOTIVE PROPERTIES REIT APR.UN,9.98,$81mn
SPARTON CORP,"WEDNESDAY, SEP 16, 2015",zzz007,https://valueinvestorsclub.com/idea/SPARTON_CORP/9201538949,"Sparton Corporation (“Sparton”, “SPA”, or the “Company”) has been written up twice on VIC previously, once by me (Jul 2010) and once by zbeex (Jul 2012).  Absolute returns in both ... Read more",SPARTON CORP SPA,21.44,$212mn
THOR INDUSTRIES INC,"TUESDAY, SEP 15, 2015",cloud89,https://valueinvestorsclub.com/idea/THOR_INDUSTRIES_INC/5985993081,"Investment Summary I am long Thor Industries (NYSE:THO, “Thor” or “the Company”), which is the one of the largest manufacturers of recreational vehicles (RVs) in the U.S. and Canada. Thor ... Read more",THOR INDUSTRIES INC THO,54.32,"$2,850mn"
REEDS INC,"TUESDAY, SEP 15, 2015",macrae538,https://valueinvestorsclub.com/idea/REEDS_INC/0816898993,"Executive Summary An investment in Reed’s, Inc. common stock (NYSE MKT: REED) at the current price of $4.75 per share is likely to provide investors with a very attractive return over ... Read more",REEDS INC REED,4.75,$69mn
Hormel Foods Corp.,"TUESDAY, SEP 15, 2015",WiseInvestor,https://valueinvestorsclub.com/idea/Hormel_Foods_Corp./6827017877,INVESTMENT SUMMARY: Hormel Foods (HRL) is a high quality company with a long track record for consistent growth and increasing shareholder value. The company is in a strong competitive position due ... Read more,Hormel Foods Corp. HRL,61.39,"$16,330mn"
PGT INC,"TUESDAY, SEP 15, 2015",WiseInvestor,https://valueinvestorsclub.com/idea/PGT_INC/1202105633,INVESTMENT SUMMARY: PGT is a leading Florida-based manufacturer of premium quality impact-resistant windows and doors. PGT is in a dominant competitive position in a very niche and lucrative market that ... Read more,PGT INC PGTI,13.65,$655mn
CHEROKEE INC/DE,"MONDAY, SEP 14, 2015",north481,https://valueinvestorsclub.com/idea/CHEROKEE_INCDE/9839303067,"Cherokee Inc. is a direct-to-retail licensor of various brands, namely Cherokee, Tony Hawk and Liz Lange. The big news, driving the stock down about 50% from its recent highs, is ... Read more",CHEROKEE INC/DE CHKE,13.92,$122mn
ALBANY INTL CORP -CL A,"MONDAY, SEP 14, 2015",azia1621,https://valueinvestorsclub.com/idea/ALBANY_INTL_CORP__-CL_A/3493069909,Disclaimer: The views expressed in this note are only the opinion of the author.  This report is not a recommendation to purchase or sell any securities mentioned.  The data contained ... Read more,ALBANY INTL CORP -CL A AIN,29.20,$936mn
ION GEOPHYSICAL CORP,"SUNDAY, SEP 13, 2015",huqiu,https://valueinvestorsclub.com/idea/ION_GEOPHYSICAL_CORP/5518828033,ION Geophysical Corporation Investment Memorandum Investment Highlights ION Geophysical Corporation (“ION”) is an seismic exploration service provider to the oil and gas industry ION has $175mn in one tranche of secured bonds trading in ... Read more,ION GEOPHYSICAL CORP IO,65.00,$87mn
PRIMEENERGY CORP,"SUNDAY, SEP 13, 2015",sugar,https://valueinvestorsclub.com/idea/PRIMEENERGY_CORP/7178022497,"Prime Energy Corp – Prime Permian Land Play & Charlie Munger Style Cannibal Low oil prices, falling oil stock prices, bearish sentiment even among value investors – now is the time ... Read more",PRIMEENERGY CORP PNRG,75.00,$225mn
AUTOMOTIVE PROPERTIES REIT,"SUNDAY, SEP 13, 2015",andrew152,https://valueinvestorsclub.com/idea/AUTOMOTIVE_PROPERTIES_REIT/2892057156,Overview   Automotive Properties is a small cap REIT with a 8% yield and has an opportunity to consolidate the auto dealership real estate space in Canada. Although it trades at a ... Read more,AUTOMOTIVE PROPERTIES REIT APR.UN,9.98,$81mn
SPARTON CORP,"SUNDAY, SEP 13, 2015",zzz007,https://valueinvestorsclub.com/idea/SPARTON_CORP/9201538949,"Sparton Corporation (“Sparton”, “SPA”, or the “Company”) has been written up twice on VIC previously, once by me (Jul 2010) and once by zbeex (Jul 2012).  Absolute returns in both ... Read more",SPARTON CORP SPA,21.44,$212mn
THOR INDUSTRIES INC,"TUESDAY, SEP 15, 2015",cloud89,https://valueinvestorsclub.com/idea/THOR_INDUSTRIES_INC/5985993081,"Investment Summary I am long Thor Industries (NYSE:THO, “Thor” or “the Company”), which is the one of the largest manufacturers of recreational vehicles (RVs) in the U.S. and Canada. Thor ... Read more",THOR INDUSTRIES INC THO,54.32,"$2,850mn"
REEDS INC,"TUESDAY, SEP 15, 2015",macrae538,https://valueinvestorsclub.com/idea/REEDS_INC/0816898993,"Executive Summary An investment in Reed’s, Inc. common stock (NYSE MKT: REED) at the current price of $4.75 per share is likely to provide investors with a very attractive return over ... Read more",REEDS INC REED,4.75,$69mn
Hormel Foods Corp.,"TUESDAY, SEP 15, 2015",WiseInvestor,https://valueinvestorsclub.com/idea/Hormel_Foods_Corp./6827017877,INVESTMENT SUMMARY: Hormel Foods (HRL) is a high quality company with a long track record for consistent growth and increasing shareholder value. The company is in a strong competitive position due ... Read more,Hormel Foods Corp. HRL,61.39,"$16,330mn"
PGT INC,"TUESDAY, SEP 15, 2015",WiseInvestor,https://valueinvestorsclub.com/idea/PGT_INC/1202105633,INVESTMENT SUMMARY: PGT is a leading Florida-based manufacturer of premium quality impact-resistant windows and doors. PGT is in a dominant competitive position in a very niche and lucrative market that ... Read more,PGT INC PGTI,13.65,$655mn
CHEROKEE INC/DE,"MONDAY, SEP 14, 2015",north481,https://valueinvestorsclub.com/idea/CHEROKEE_INCDE/9839303067,"Cherokee Inc. is a direct-to-retail licensor of various brands, namely Cherokee, Tony Hawk and Liz Lange. The big news, driving the stock down about 50% from its recent highs, is ... Read more",CHEROKEE INC/DE CHKE,13.92,$122mn
ALBANY INTL CORP -CL A,"MONDAY, SEP 14, 2015",azia1621,https://valueinvestorsclub.com/idea/ALBANY_INTL_CORP__-CL_A/3493069909,Disclaimer: The views expressed in this note are only the opinion of the author.  This report is not a recommendation to purchase or sell any securities mentioned.  The data contained ... Read more,ALBANY INTL CORP -CL A AIN,29.20,$936mn
ION GEOPHYSICAL CORP,"SUNDAY, SEP 13, 2015",huqiu,https://valueinvestorsclub.com/idea/ION_GEOPHYSICAL_CORP/5518828033,ION Geophysical Corporation Investment Memorandum Investment Highlights ION Geophysical Corporation (“ION”) is an seismic exploration service provider to the oil and gas industry ION has $175mn in one tranche of secured bonds trading in ... Read more,ION GEOPHYSICAL CORP IO,65.00,$87mn
Del Frisco's,"SATURDAY, SEP 12, 2015",pcm983,https://valueinvestorsclub.com/idea/Del_Friscos/1577253289,Disclaimer: This report is neither a recommendation to purchase or sell any securities mentioned. The author of this idea presently has a long position in securities of this issuer and may ... Read more,Del Frisco's DFRG,13.15,$314mn
HEWLETT-PACKARD CO,"FRIDAY, SEP 11, 2015",ValueGuy,https://valueinvestorsclub.com/idea/HEWLETT-PACKARD_CO/4200905960,"In January 2011, Meg Whitman was hired as CEO to turn around HPQ. As part of the turn-around effort, HPQ will spin-off its Enterprise business (HPE) on November 1st, and ... Read more",HEWLETT-PACKARD CO HPQ,27.15,"$48,870mn"
LEAPFROG ENTERPRISES INC,"FRIDAY, SEP 11, 2015",coalone,https://valueinvestorsclub.com/idea/LEAPFROG_ENTERPRISES_INC/7155193294,"Leapfrog is a former leading manufacturer of educational electronic games for kids. The company’s main products, the LeapPad and Leapster (handheldgaming console), were very popular platforms for which kids bought various new ... Read more",LEAPFROG ENTERPRISES INC LF,0.90,$60mn
INTERXION HOLDING NV,"FRIDAY, SEP 11, 2015",nychrg,https://valueinvestorsclub.com/idea/INTERXION_HOLDING_NV/4000929761,"INXN INTERXION HOLDINGS   Investment Thesis: Interxion Holdings (INXN), a  Netherlands based, Pan-European colocation datacenter company, is a compelling long investment offering significant upside potential (~50%+) over the next 6-18 months. As ... Read more",INTERXION HOLDING NV INXN,24.83,"$1,719mn"
TENNECO INC,"FRIDAY, SEP 11, 2015",vincent975,https://valueinvestorsclub.com/idea/TENNECO_INC/4434952608,"Tenneco Inc. (“Tenneco”)   Investment Thesis There is nothing unique about this analysis of Tenneco – no hidden assets, no creative view about a market misunderstanding and limited new information from bdon99’s well-written report ... Read more",TENNECO INC TEN,46.18,"$2,808mn"
IRSA INVERSIONES Y REPSTN SA,"THURSDAY, SEP 10, 2015",68-95-99.7,https://valueinvestorsclub.com/idea/IRSA_INVERSIONES_Y_REPSTN_SA/7897601082,IRSA/CRESY (Note this was written when IRSA was $16.50 or 13% higher than 14.60 current; I believe it’s now cheaper and more attractive after trading off with EM sentiment.) IRSA ... Read more,IRSA INVERSIONES Y REPSTN SA IRS,14.59,$844mn
PFIZER INC,"TUESDAY, SEP 8, 2015",bruno677,https://valueinvestorsclub.com/idea/PFIZER_INC/8992364176,Pfizer is a world class pharma company with limited downside supported by its 3.5% dividend yield and with several levers to generate upside to +$43 per share over the following ... Read more,PFIZER INC PFE,32.53,"$203,364mn"
OPT-SCIENCES CORP,"TUESDAY, SEP 8, 2015",anton613,https://valueinvestorsclub.com/idea/OPT-SCIENCES_CORP/1618840745,Opt-Sciences Corporation (OPST)   We have been shareholders of Opt-Sciences Corporation (OPST) for over ten years and fully expect to remain shareholders for the next ten years! Over the period the shares have ... Read more,OPT-SCIENCES CORP OPST,19.00,$15mn
Intertain,"TUESDAY, SEP 8, 2015",jer1225,https://valueinvestorsclub.com/idea/Intertain/2486301668,"Intertain is the largest online bingo company in the world with leading market share in the UK, Spain, and Sweden. IT CN listed as a SPAC on the TSX in ... Read more",Intertain IT CN,11.66,$900mn
SCOTT'S LIQUID GOLD,"TUESDAY, SEP 8, 2015",beep899,https://valueinvestorsclub.com/idea/SCOTTS_LIQUID_GOLD/8088845024,"SLGD is a $15.7mm market cap company that owns, manufactures, and distributes Scott’s Liquid Gold wood cleaner (26% of gross profit) and distributes other consumer products with Batiste dry shampoo ... Read more",SCOTT'S LIQUID GOLD SLGD,1.35,$16mn
Del Frisco's,"TUESDAY, SEP 8, 2015",pcm983,https://valueinvestorsclub.com/idea/Del_Friscos/1577253289,Disclaimer: This report is neither a recommendation to purchase or sell any securities mentioned. The author of this idea presently has a long position in securities of this issuer and may ... Read more,Del Frisco's DFRG,13.15,$314mn
HEWLETT-PACKARD CO,"FRIDAY, SEP 11, 2015",ValueGuy,https://valueinvestorsclub.com/idea/HEWLETT-PACKARD_CO/4200905960,"In January 2011, Meg Whitman was hired as CEO to turn around HPQ. As part of the turn-around effort, HPQ will spin-off its Enterprise business (HPE) on November 1st, and ... Read more",HEWLETT-PACKARD CO HPQ,27.15,"$48,870mn"
LEAPFROG ENTERPRISES INC,"FRIDAY, SEP 11, 2015",coalone,https://valueinvestorsclub.com/idea/LEAPFROG_ENTERPRISES_INC/7155193294,"Leapfrog is a former leading manufacturer of educational electronic games for kids. The company’s main products, the LeapPad and Leapster (handheldgaming console), were very popular platforms for which kids bought various new ... Read more",LEAPFROG ENTERPRISES INC LF,0.90,$60mn
INTERXION HOLDING NV,"FRIDAY, SEP 11, 2015",nychrg,https://valueinvestorsclub.com/idea/INTERXION_HOLDING_NV/4000929761,"INXN INTERXION HOLDINGS   Investment Thesis: Interxion Holdings (INXN), a  Netherlands based, Pan-European colocation datacenter company, is a compelling long investment offering significant upside potential (~50%+) over the next 6-18 months. As ... Read more",INTERXION HOLDING NV INXN,24.83,"$1,719mn"
TENNECO INC,"FRIDAY, SEP 11, 2015",vincent975,https://valueinvestorsclub.com/idea/TENNECO_INC/4434952608,"Tenneco Inc. (“Tenneco”)   Investment Thesis There is nothing unique about this analysis of Tenneco – no hidden assets, no creative view about a market misunderstanding and limited new information from bdon99’s well-written report ... Read more",TENNECO INC TEN,46.18,"$2,808mn"
IRSA INVERSIONES Y REPSTN SA,"THURSDAY, SEP 10, 2015",68-95-99.7,https://valueinvestorsclub.com/idea/IRSA_INVERSIONES_Y_REPSTN_SA/7897601082,IRSA/CRESY (Note this was written when IRSA was $16.50 or 13% higher than 14.60 current; I believe it’s now cheaper and more attractive after trading off with EM sentiment.) IRSA ... Read more,IRSA INVERSIONES Y REPSTN SA IRS,14.59,$844mn
PFIZER INC,"TUESDAY, SEP 8, 2015",bruno677,https://valueinvestorsclub.com/idea/PFIZER_INC/8992364176,Pfizer is a world class pharma company with limited downside supported by its 3.5% dividend yield and with several levers to generate upside to +$43 per share over the following ... Read more,PFIZER INC PFE,32.53,"$203,364mn"
OPT-SCIENCES CORP,"TUESDAY, SEP 8, 2015",anton613,https://valueinvestorsclub.com/idea/OPT-SCIENCES_CORP/1618840745,Opt-Sciences Corporation (OPST)   We have been shareholders of Opt-Sciences Corporation (OPST) for over ten years and fully expect to remain shareholders for the next ten years! Over the period the shares have ... Read more,OPT-SCIENCES CORP OPST,19.00,$15mn
Intertain,"TUESDAY, SEP 8, 2015",jer1225,https://valueinvestorsclub.com/idea/Intertain/2486301668,"Intertain is the largest online bingo company in the world with leading market share in the UK, Spain, and Sweden. IT CN listed as a SPAC on the TSX in ... Read more",Intertain IT CN,11.66,$900mn
SCOTT'S LIQUID GOLD,"TUESDAY, SEP 8, 2015",beep899,https://valueinvestorsclub.com/idea/SCOTTS_LIQUID_GOLD/8088845024,"SLGD is a $15.7mm market cap company that owns, manufactures, and distributes Scott’s Liquid Gold wood cleaner (26% of gross profit) and distributes other consumer products with Batiste dry shampoo ... Read more",SCOTT'S LIQUID GOLD SLGD,1.35,$16mn
State National Companies,"TUESDAY, SEP 8, 2015",LimitedDownside,https://valueinvestorsclub.com/idea/State_National_Companies/2240620907,"State National Companies is a niche, high-return, fee-based insurance business trading at low multiple of current earnings (11.8x LTM EPS, below 10x NTM EPS).   The equity has a small market cap ... Read more",State National Companies SNC,8.92,$397mn
ACCURIDE CORP,"TUESDAY, SEP 8, 2015",offtherun,https://valueinvestorsclub.com/idea/ACCURIDE_CORP/1707470838,Recommendation This was originally intended to be a simple credit idea but ended up morphing into a bond and equity idea as ACW stock melted down with the market in August.  ... Read more,ACCURIDE CORP ACW,3.28,$157mn
OLIN CORP,"MONDAY, SEP 7, 2015",savvystockguy,https://valueinvestorsclub.com/idea/OLIN_CORP/5442575588,"Olin Corporation (OLN US) Olin is currently made up of three businesses: chemicals manufacturing, chemicals distribution and small caliber ammunition manufacturing. Its two chemicals divisions manufacture and distribute chlorine and caustic ... Read more",OLIN CORP OLN,19.04,"$3,183mn"
NUMEREX CORP -CL A,"MONDAY, SEP 7, 2015",coalone,https://valueinvestorsclub.com/idea/NUMEREX_CORP__-CL_A/9011078579,"Overview   Numerex (NRMX) was founded in 1992 and through a series of acquisitions, divestitures and foresight has morphed into a leading provider of on-demand and interactive machine-to-machine enterprise solutions, referred to as “M2M”. ... Read more",NUMEREX CORP -CL A NMRX,8.82,$168mn
RUSH ENTERPRISES INC,"SUNDAY, SEP 6, 2015",skimmer610,https://valueinvestorsclub.com/idea/RUSH_ENTERPRISES_INC/3421928399,"Summary and Thesis At current levels we believe that we believe that Rush Enterprises (NASDAQ: RUSH.A / RUSH.B)[1] represents a highly compelling risk / reward profile. In our view, RUSH represents ... Read more",RUSH ENTERPRISES INC RUSHB,22.13,$965mn
Bell AG,"FRIDAY, SEP 4, 2015",skimmer610,https://valueinvestorsclub.com/idea/Bell_AG/5196546530,"Summary and Thesis: At current levels we believe that Bell AG (SWX: BELL) represents a highly compelling risk / reward profile. In our view, BELL represents an opportunity to own a ... Read more",Bell AG SWX:BELL,"2,519.00","$1,005mn"
Care Capital Properties,"FRIDAY, SEP 4, 2015",cocacola77,https://valueinvestorsclub.com/idea/Care_Capital_Properties/7147950657,"Care Capital Properties (CCP) is a health-care REIT recently spun-off from Ventas, another publicly-traded REIT with a market cap of $18 billion. Care Capital Properties owns and leases out facilities used primarily in ... Read more",Care Capital Properties CCP,31.50,"$2,600mn"
BUILDERS FIRSTSOURCE,"THURSDAY, SEP 3, 2015",ringo962,https://valueinvestorsclub.com/idea/BUILDERS_FIRSTSOURCE/0084107139,"Builders FirstSource   Builders FirstSource is a leading supplier and manufacturer of structural building products for home builders. This summer, BLDR acquired ProBuild Holdings, a much larger competitive company that operates lumber ... Read more",BUILDERS FIRSTSOURCE BLDR,15.32,"$1,685mn"
MSC INDUSTRIAL DIRECT -CL A,"THURSDAY, SEP 3, 2015",rc197906,https://valueinvestorsclub.com/idea/MSC_INDUSTRIAL_DIRECT__-CL_A/5158298268,"MSC is a leading distributor of MRO and industrial supplies that span everything from metalworking supplies such as cutting tools to other categories like safety, electrical, hand and power tools, ... Read more",MSC INDUSTRIAL DIRECT -CL A MSM,67.39,"$4,158mn"
Tessenderlo Chemie NV,"THURSDAY, SEP 3, 2015",newman9,https://valueinvestorsclub.com/idea/Tessenderlo_Chemie_NV/8527268355,Tessenderlo is a specialty chemicals and industrial company headquartered in Belgium with the bulk of its operations spread equally between North America and Europe.  The company’s businesses span agricultural chemicals ... Read more,Tessenderlo Chemie NV TESB BB,29.97,"$1,283mn"
State National Companies,"THURSDAY, SEP 3, 2015",LimitedDownside,https://valueinvestorsclub.com/idea/State_National_Companies/2240620907,"State National Companies is a niche, high-return, fee-based insurance business trading at low multiple of current earnings (11.8x LTM EPS, below 10x NTM EPS).   The equity has a small market cap ... Read more",State National Companies SNC,8.92,$397mn
ACCURIDE CORP,"THURSDAY, SEP 3, 2015",offtherun,https://valueinvestorsclub.com/idea/ACCURIDE_CORP/1707470838,Recommendation This was originally intended to be a simple credit idea but ended up morphing into a bond and equity idea as ACW stock melted down with the market in August.  ... Read more,ACCURIDE CORP ACW,3.28,$157mn
OLIN CORP,"MONDAY, SEP 7, 2015",savvystockguy,https://valueinvestorsclub.com/idea/OLIN_CORP/5442575588,"Olin Corporation (OLN US) Olin is currently made up of three businesses: chemicals manufacturing, chemicals distribution and small caliber ammunition manufacturing. Its two chemicals divisions manufacture and distribute chlorine and caustic ... Read more",OLIN CORP OLN,19.04,"$3,183mn"
